#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
#butworthit	sentimentScore=0.478	numPositive=1	numNegative=1
villian	sentimentScore=0.478	numPositive=1	numNegative=1
matsu	sentimentScore=0.478	numPositive=1	numNegative=1
whiten	sentimentScore=0.478	numPositive=3	numNegative=3
zlatans	sentimentScore=0.478	numPositive=2	numNegative=2
gtta	sentimentScore=0.478	numPositive=2	numNegative=2
@tommya13	sentimentScore=0.478	numPositive=1	numNegative=1
achievable	sentimentScore=0.478	numPositive=1	numNegative=1
#pnw	sentimentScore=0.478	numPositive=1	numNegative=1
wooooooow	sentimentScore=0.478	numPositive=1	numNegative=1
wz	sentimentScore=0.478	numPositive=1	numNegative=1
dannie	sentimentScore=0.478	numPositive=1	numNegative=1
arhh	sentimentScore=0.478	numPositive=1	numNegative=1
@slowknee	sentimentScore=0.478	numPositive=1	numNegative=1
@reeevec	sentimentScore=0.478	numPositive=1	numNegative=1
@metrochicago	sentimentScore=0.478	numPositive=1	numNegative=1
@qilahnajihah	sentimentScore=0.478	numPositive=1	numNegative=1
food/drink	sentimentScore=0.478	numPositive=2	numNegative=2
elise	sentimentScore=0.478	numPositive=1	numNegative=1
4days	sentimentScore=0.478	numPositive=5	numNegative=5
stoppage	sentimentScore=0.478	numPositive=4	numNegative=4
#hangovers	sentimentScore=0.478	numPositive=1	numNegative=1
mcgrady	sentimentScore=0.478	numPositive=1	numNegative=1
@thejackseifas	sentimentScore=0.478	numPositive=1	numNegative=1
zajac	sentimentScore=0.478	numPositive=1	numNegative=1
nutjob	sentimentScore=0.478	numPositive=1	numNegative=1
@aussieopals	sentimentScore=0.478	numPositive=1	numNegative=1
wholesome	sentimentScore=0.478	numPositive=2	numNegative=2
deets	sentimentScore=0.478	numPositive=2	numNegative=2
brickell	sentimentScore=0.478	numPositive=1	numNegative=1
khia	sentimentScore=0.478	numPositive=1	numNegative=1
immersed	sentimentScore=0.478	numPositive=1	numNegative=1
cri	sentimentScore=0.478	numPositive=1	numNegative=1
@kelly_laird	sentimentScore=0.478	numPositive=1	numNegative=1
#chuckhagel	sentimentScore=0.478	numPositive=1	numNegative=1
kaps	sentimentScore=0.478	numPositive=1	numNegative=1
febreze	sentimentScore=0.478	numPositive=3	numNegative=3
rockstar	sentimentScore=0.478	numPositive=7	numNegative=7
#shesback	sentimentScore=0.478	numPositive=1	numNegative=1
@asmeloni	sentimentScore=0.478	numPositive=1	numNegative=1
freebees	sentimentScore=0.478	numPositive=1	numNegative=1
@clairesimms_	sentimentScore=0.478	numPositive=1	numNegative=1
@katiecrossanx	sentimentScore=0.478	numPositive=1	numNegative=1
bullring	sentimentScore=0.478	numPositive=1	numNegative=1
belittle	sentimentScore=0.478	numPositive=1	numNegative=1
#ncisla	sentimentScore=0.478	numPositive=1	numNegative=1
riche	sentimentScore=0.478	numPositive=1	numNegative=1
#pj	sentimentScore=0.478	numPositive=1	numNegative=1
@angharadjames_	sentimentScore=0.478	numPositive=1	numNegative=1
@alexanderclare	sentimentScore=0.478	numPositive=1	numNegative=1
@forrestgriffin	sentimentScore=0.478	numPositive=1	numNegative=1
sendirian	sentimentScore=0.478	numPositive=1	numNegative=1
recognizing	sentimentScore=0.478	numPositive=3	numNegative=3
whitened	sentimentScore=0.478	numPositive=4	numNegative=4
wiltord	sentimentScore=0.478	numPositive=1	numNegative=1
#justmylook	sentimentScore=0.478	numPositive=1	numNegative=1
oldschool	sentimentScore=0.478	numPositive=1	numNegative=1
@jmepage	sentimentScore=0.478	numPositive=1	numNegative=1
soror	sentimentScore=0.478	numPositive=1	numNegative=1
maldini	sentimentScore=0.478	numPositive=1	numNegative=1
mortgaged	sentimentScore=0.478	numPositive=1	numNegative=1
#foodnetwork	sentimentScore=0.478	numPositive=1	numNegative=1
@brosafari	sentimentScore=0.478	numPositive=1	numNegative=1
dismantle	sentimentScore=0.478	numPositive=1	numNegative=1
38ish	sentimentScore=0.478	numPositive=1	numNegative=1
moood	sentimentScore=0.478	numPositive=1	numNegative=1
roxanne	sentimentScore=0.478	numPositive=1	numNegative=1
regression	sentimentScore=0.478	numPositive=1	numNegative=1
buka	sentimentScore=0.478	numPositive=1	numNegative=1
rello	sentimentScore=0.478	numPositive=1	numNegative=1
griner	sentimentScore=0.478	numPositive=1	numNegative=1
@katemacquillan	sentimentScore=0.478	numPositive=1	numNegative=1
#underthethumb	sentimentScore=0.478	numPositive=1	numNegative=1
borussia	sentimentScore=0.478	numPositive=1	numNegative=1
#thirdwheel	sentimentScore=0.478	numPositive=1	numNegative=1
boney	sentimentScore=0.478	numPositive=2	numNegative=2
#hothothot	sentimentScore=0.478	numPositive=1	numNegative=1
ehhhhhhh	sentimentScore=0.478	numPositive=1	numNegative=1
nooks	sentimentScore=0.478	numPositive=1	numNegative=1
tah	sentimentScore=0.478	numPositive=7	numNegative=7
#justkeepontalkin	sentimentScore=0.478	numPositive=1	numNegative=1
#lovechristmas	sentimentScore=0.478	numPositive=3	numNegative=3
@gav6mclean	sentimentScore=0.478	numPositive=1	numNegative=1
#outfit	sentimentScore=0.478	numPositive=1	numNegative=1
#stopbullying	sentimentScore=0.478	numPositive=1	numNegative=1
#closingcememony	sentimentScore=0.478	numPositive=1	numNegative=1
dissatisfied	sentimentScore=0.478	numPositive=1	numNegative=1
brova	sentimentScore=0.478	numPositive=1	numNegative=1
#cantgetup	sentimentScore=0.478	numPositive=1	numNegative=1
eam	sentimentScore=0.478	numPositive=1	numNegative=1
farter	sentimentScore=0.478	numPositive=1	numNegative=1
ppi	sentimentScore=0.478	numPositive=1	numNegative=1
#usainbolt	sentimentScore=0.478	numPositive=2	numNegative=2
thriftshop	sentimentScore=0.478	numPositive=1	numNegative=1
alg	sentimentScore=0.478	numPositive=1	numNegative=1
cora	sentimentScore=0.478	numPositive=2	numNegative=2
@danimcgeever	sentimentScore=0.478	numPositive=1	numNegative=1
soma	sentimentScore=0.478	numPositive=1	numNegative=1
@grazedotcom	sentimentScore=0.478	numPositive=1	numNegative=1
@huuuughes	sentimentScore=0.478	numPositive=2	numNegative=2
#2012biebermemories	sentimentScore=0.478	numPositive=1	numNegative=1
#whyiwatchsuits	sentimentScore=0.478	numPositive=1	numNegative=1
accosted	sentimentScore=0.478	numPositive=2	numNegative=2
#magician	sentimentScore=0.478	numPositive=1	numNegative=1
parliamentary	sentimentScore=0.478	numPositive=1	numNegative=1
#diu	sentimentScore=0.478	numPositive=1	numNegative=1
psyco	sentimentScore=0.478	numPositive=2	numNegative=2
#junkfood	sentimentScore=0.478	numPositive=2	numNegative=2
@serenakutac	sentimentScore=0.478	numPositive=1	numNegative=1
deckers	sentimentScore=0.478	numPositive=1	numNegative=1
#whatsyournumber	sentimentScore=0.478	numPositive=1	numNegative=1
trenton	sentimentScore=0.478	numPositive=3	numNegative=3
yela	sentimentScore=0.478	numPositive=1	numNegative=1
hunstanton	sentimentScore=0.478	numPositive=1	numNegative=1
@ashley_fink	sentimentScore=0.478	numPositive=1	numNegative=1
@instyle	sentimentScore=0.478	numPositive=1	numNegative=1
@zegooner	sentimentScore=0.478	numPositive=1	numNegative=1
crabbies	sentimentScore=0.478	numPositive=1	numNegative=1
holey	sentimentScore=0.478	numPositive=3	numNegative=3
#saturdaynighttelly	sentimentScore=0.478	numPositive=1	numNegative=1
nigca	sentimentScore=0.478	numPositive=1	numNegative=1
#bestest	sentimentScore=0.478	numPositive=1	numNegative=1
@jillapallooza	sentimentScore=0.478	numPositive=1	numNegative=1
midriff	sentimentScore=0.478	numPositive=1	numNegative=1
#dst	sentimentScore=0.478	numPositive=1	numNegative=1
amity	sentimentScore=0.478	numPositive=1	numNegative=1
#stupidcat	sentimentScore=0.478	numPositive=1	numNegative=1
noxious	sentimentScore=0.478	numPositive=1	numNegative=1
#screwit	sentimentScore=0.478	numPositive=1	numNegative=1
@miss_deyo	sentimentScore=0.478	numPositive=1	numNegative=1
@joshuabrooksmcr	sentimentScore=0.478	numPositive=1	numNegative=1
@jvhavard	sentimentScore=0.478	numPositive=1	numNegative=1
abang	sentimentScore=0.478	numPositive=1	numNegative=1
@jonmayhew_	sentimentScore=0.478	numPositive=1	numNegative=1
@janhol96	sentimentScore=0.478	numPositive=1	numNegative=1
@autocorrects	sentimentScore=0.478	numPositive=1	numNegative=1
@sportsnation	sentimentScore=0.478	numPositive=3	numNegative=3
#book	sentimentScore=0.478	numPositive=3	numNegative=3
forhead	sentimentScore=0.478	numPositive=1	numNegative=1
@sabrinavaz	sentimentScore=0.478	numPositive=1	numNegative=1
@texwalker13	sentimentScore=0.478	numPositive=2	numNegative=2
@deancuntley	sentimentScore=0.478	numPositive=1	numNegative=1
#heisman	sentimentScore=0.478	numPositive=1	numNegative=1
stoled	sentimentScore=0.478	numPositive=1	numNegative=1
tangfastics	sentimentScore=0.478	numPositive=1	numNegative=1
#okayyyy	sentimentScore=0.478	numPositive=1	numNegative=1
awesomness	sentimentScore=0.478	numPositive=1	numNegative=1
#bodybuilder	sentimentScore=0.478	numPositive=1	numNegative=1
sharpish	sentimentScore=0.478	numPositive=1	numNegative=1
@homejoe99	sentimentScore=0.478	numPositive=1	numNegative=1
#wellfit	sentimentScore=0.478	numPositive=1	numNegative=1
wrighty	sentimentScore=0.478	numPositive=1	numNegative=1
ointment	sentimentScore=0.478	numPositive=1	numNegative=1
oversleep	sentimentScore=0.478	numPositive=1	numNegative=1
@w1llm0tt	sentimentScore=0.478	numPositive=1	numNegative=1
dya	sentimentScore=0.478	numPositive=3	numNegative=3
ahmedabad	sentimentScore=0.478	numPositive=1	numNegative=1
archies	sentimentScore=0.478	numPositive=1	numNegative=1
bitties	sentimentScore=0.478	numPositive=3	numNegative=3
45s	sentimentScore=0.478	numPositive=1	numNegative=1
@philaunion	sentimentScore=0.478	numPositive=1	numNegative=1
@kizzzxo	sentimentScore=0.478	numPositive=1	numNegative=1
@curtainqueen	sentimentScore=0.478	numPositive=1	numNegative=1
@scottski5	sentimentScore=0.478	numPositive=1	numNegative=1
taks	sentimentScore=0.478	numPositive=1	numNegative=1
dumbfuck	sentimentScore=0.478	numPositive=1	numNegative=1
woweeee	sentimentScore=0.478	numPositive=1	numNegative=1
parkinson	sentimentScore=0.478	numPositive=3	numNegative=3
bunched	sentimentScore=0.478	numPositive=1	numNegative=1
oke	sentimentScore=0.478	numPositive=4	numNegative=4
#prettygirlproblems	sentimentScore=0.478	numPositive=1	numNegative=1
#imdead	sentimentScore=0.478	numPositive=1	numNegative=1
christiana	sentimentScore=0.478	numPositive=1	numNegative=1
@_lwtua	sentimentScore=0.478	numPositive=1	numNegative=1
morgans	sentimentScore=0.478	numPositive=3	numNegative=3
bradfords	sentimentScore=0.478	numPositive=1	numNegative=1
@tw_husband	sentimentScore=0.478	numPositive=1	numNegative=1
#thingsthatreallyturnmeon	sentimentScore=0.478	numPositive=3	numNegative=3
7pm	sentimentScore=0.478	numPositive=26	numNegative=26
thundercats	sentimentScore=0.478	numPositive=1	numNegative=1
cele	sentimentScore=0.478	numPositive=2	numNegative=2
@thesandk	sentimentScore=0.478	numPositive=1	numNegative=1
@morgzboyy	sentimentScore=0.478	numPositive=1	numNegative=1
@claretnblues	sentimentScore=0.478	numPositive=1	numNegative=1
#baltic	sentimentScore=0.478	numPositive=1	numNegative=1
champloo	sentimentScore=0.478	numPositive=1	numNegative=1
kedah	sentimentScore=0.478	numPositive=1	numNegative=1
@jaguarsinsider	sentimentScore=0.478	numPositive=1	numNegative=1
stubs	sentimentScore=0.478	numPositive=1	numNegative=1
wrestled	sentimentScore=0.478	numPositive=2	numNegative=2
@feliceherrig	sentimentScore=0.478	numPositive=1	numNegative=1
#celly	sentimentScore=0.478	numPositive=1	numNegative=1
toffs	sentimentScore=0.478	numPositive=1	numNegative=1
derbyshire	sentimentScore=0.478	numPositive=2	numNegative=2
youthful	sentimentScore=0.478	numPositive=1	numNegative=1
@gdunc6	sentimentScore=0.478	numPositive=1	numNegative=1
#strictly	sentimentScore=0.478	numPositive=1	numNegative=1
comeout	sentimentScore=0.478	numPositive=1	numNegative=1
slurred	sentimentScore=0.478	numPositive=1	numNegative=1
@mattshow33	sentimentScore=0.478	numPositive=1	numNegative=1
proofing	sentimentScore=0.478	numPositive=1	numNegative=1
missoula	sentimentScore=0.478	numPositive=1	numNegative=1
bowers	sentimentScore=0.478	numPositive=1	numNegative=1
#spit	sentimentScore=0.478	numPositive=1	numNegative=1
reallyyyyy	sentimentScore=0.478	numPositive=1	numNegative=1
#iwantitsobad	sentimentScore=0.478	numPositive=1	numNegative=1
#howcute	sentimentScore=0.478	numPositive=2	numNegative=2
#blair	sentimentScore=0.478	numPositive=1	numNegative=1
ahahaa	sentimentScore=0.478	numPositive=1	numNegative=1
heard/seen	sentimentScore=0.478	numPositive=1	numNegative=1
p*ssed	sentimentScore=0.478	numPositive=1	numNegative=1
@astros	sentimentScore=0.478	numPositive=1	numNegative=1
z4	sentimentScore=0.478	numPositive=1	numNegative=1
lighty	sentimentScore=0.478	numPositive=1	numNegative=1
#slapper	sentimentScore=0.478	numPositive=1	numNegative=1
lucasfilm	sentimentScore=0.478	numPositive=2	numNegative=2
@lipglossgirl	sentimentScore=0.478	numPositive=1	numNegative=1
restating	sentimentScore=0.478	numPositive=1	numNegative=1
uhmmmm	sentimentScore=0.478	numPositive=1	numNegative=1
#doesntmakesense	sentimentScore=0.478	numPositive=1	numNegative=1
#babylon	sentimentScore=0.478	numPositive=1	numNegative=1
@lamarrwoodley	sentimentScore=0.478	numPositive=1	numNegative=1
gigi	sentimentScore=0.478	numPositive=3	numNegative=3
crossbones	sentimentScore=0.478	numPositive=1	numNegative=1
#entertaining	sentimentScore=0.478	numPositive=5	numNegative=5
easyy	sentimentScore=0.478	numPositive=1	numNegative=1
#miles	sentimentScore=0.478	numPositive=1	numNegative=1
wtfs	sentimentScore=0.478	numPositive=1	numNegative=1
@bchristy90	sentimentScore=0.478	numPositive=1	numNegative=1
lemak	sentimentScore=0.478	numPositive=2	numNegative=2
#hang	sentimentScore=0.478	numPositive=1	numNegative=1
gottta	sentimentScore=0.478	numPositive=3	numNegative=3
#happyfriday	sentimentScore=0.478	numPositive=2	numNegative=2
@girlposts	sentimentScore=0.478	numPositive=1	numNegative=1
#nerdlife	sentimentScore=0.478	numPositive=1	numNegative=1
200s	sentimentScore=0.478	numPositive=1	numNegative=1
#archery	sentimentScore=0.478	numPositive=1	numNegative=1
pounce	sentimentScore=0.478	numPositive=2	numNegative=2
coldd	sentimentScore=0.478	numPositive=1	numNegative=1
southlake	sentimentScore=0.478	numPositive=1	numNegative=1
#foodtrip	sentimentScore=0.478	numPositive=1	numNegative=1
#jaysgame	sentimentScore=0.478	numPositive=1	numNegative=1
joelys	sentimentScore=0.478	numPositive=1	numNegative=1
@ewat_35	sentimentScore=0.478	numPositive=1	numNegative=1
#wwf	sentimentScore=0.478	numPositive=2	numNegative=2
#iknewit	sentimentScore=0.478	numPositive=1	numNegative=1
#wewon	sentimentScore=0.478	numPositive=1	numNegative=1
#reebok	sentimentScore=0.478	numPositive=1	numNegative=1
nesting	sentimentScore=0.478	numPositive=1	numNegative=1
#sporty	sentimentScore=0.478	numPositive=2	numNegative=2
molecules	sentimentScore=0.478	numPositive=1	numNegative=1
prater	sentimentScore=0.478	numPositive=2	numNegative=2
panadol	sentimentScore=0.478	numPositive=1	numNegative=1
#bethechange	sentimentScore=0.478	numPositive=1	numNegative=1
fabio	sentimentScore=0.478	numPositive=5	numNegative=5
@harleydeeeee	sentimentScore=0.478	numPositive=1	numNegative=1
#puffpuff	sentimentScore=0.478	numPositive=1	numNegative=1
pkwy	sentimentScore=0.478	numPositive=2	numNegative=2
theraphy	sentimentScore=0.478	numPositive=1	numNegative=1
@karl_marx91	sentimentScore=0.478	numPositive=1	numNegative=1
#joys	sentimentScore=0.478	numPositive=1	numNegative=1
dic	sentimentScore=0.478	numPositive=2	numNegative=2
hornet	sentimentScore=0.478	numPositive=2	numNegative=2
#iwannadate	sentimentScore=0.478	numPositive=1	numNegative=1
luda	sentimentScore=0.478	numPositive=2	numNegative=2
@19manning83	sentimentScore=0.478	numPositive=1	numNegative=1
@ellejobulgerxxx	sentimentScore=0.478	numPositive=1	numNegative=1
#instyle	sentimentScore=0.478	numPositive=1	numNegative=1
tosu	sentimentScore=0.478	numPositive=1	numNegative=1
@baisdenlive	sentimentScore=0.478	numPositive=1	numNegative=1
@zacbrownband	sentimentScore=0.478	numPositive=2	numNegative=2
@summaarcher	sentimentScore=0.478	numPositive=1	numNegative=1
#backstreetboys	sentimentScore=0.478	numPositive=1	numNegative=1
#hostel	sentimentScore=0.478	numPositive=1	numNegative=1
#halftimeshow	sentimentScore=0.478	numPositive=1	numNegative=1
@arielwinter1	sentimentScore=0.478	numPositive=1	numNegative=1
museums	sentimentScore=0.478	numPositive=1	numNegative=1
sensitivity	sentimentScore=0.478	numPositive=2	numNegative=2
#sat	sentimentScore=0.478	numPositive=1	numNegative=1
partie	sentimentScore=0.478	numPositive=1	numNegative=1
maz	sentimentScore=0.478	numPositive=3	numNegative=3
griffins	sentimentScore=0.478	numPositive=2	numNegative=2
tendulkar	sentimentScore=0.478	numPositive=2	numNegative=2
#fightingfit	sentimentScore=0.478	numPositive=1	numNegative=1
#mysterious	sentimentScore=0.478	numPositive=5	numNegative=5
#billion	sentimentScore=0.478	numPositive=1	numNegative=1
outweighed	sentimentScore=0.478	numPositive=1	numNegative=1
ludwig	sentimentScore=0.478	numPositive=1	numNegative=1
#comfortfood	sentimentScore=0.478	numPositive=2	numNegative=2
#london2012olympics	sentimentScore=0.478	numPositive=3	numNegative=3
#hmmmm	sentimentScore=0.478	numPositive=2	numNegative=2
bearly	sentimentScore=0.478	numPositive=2	numNegative=2
@xroxydawson	sentimentScore=0.478	numPositive=1	numNegative=1
aus	sentimentScore=0.478	numPositive=18	numNegative=18
#loveee	sentimentScore=0.478	numPositive=1	numNegative=1
#knock	sentimentScore=0.478	numPositive=1	numNegative=1
jammer	sentimentScore=0.478	numPositive=2	numNegative=2
711	sentimentScore=0.478	numPositive=1	numNegative=1
#hnic	sentimentScore=0.478	numPositive=1	numNegative=1
participation	sentimentScore=0.478	numPositive=9	numNegative=9
alchol	sentimentScore=0.478	numPositive=1	numNegative=1
trng	sentimentScore=0.478	numPositive=1	numNegative=1
electives	sentimentScore=0.478	numPositive=1	numNegative=1
chrissys	sentimentScore=0.478	numPositive=1	numNegative=1
liberace	sentimentScore=0.478	numPositive=1	numNegative=1
@hoya2apacer	sentimentScore=0.478	numPositive=1	numNegative=1
7oclock	sentimentScore=0.478	numPositive=1	numNegative=1
ceaser	sentimentScore=0.478	numPositive=2	numNegative=2
yehh	sentimentScore=0.478	numPositive=3	numNegative=3
#newperspective	sentimentScore=0.478	numPositive=1	numNegative=1
@poyntonmf9	sentimentScore=0.478	numPositive=1	numNegative=1
doorman	sentimentScore=0.478	numPositive=2	numNegative=2
birdemic	sentimentScore=0.478	numPositive=1	numNegative=1
gryffindor	sentimentScore=0.478	numPositive=1	numNegative=1
@jamessharman	sentimentScore=0.478	numPositive=1	numNegative=1
leopards	sentimentScore=0.478	numPositive=1	numNegative=1
mouthing	sentimentScore=0.478	numPositive=6	numNegative=6
carissa	sentimentScore=0.478	numPositive=1	numNegative=1
sql	sentimentScore=0.478	numPositive=1	numNegative=1
#sf	sentimentScore=0.478	numPositive=5	numNegative=5
webinar	sentimentScore=0.478	numPositive=2	numNegative=2
ebook	sentimentScore=0.478	numPositive=1	numNegative=1
tthe	sentimentScore=0.478	numPositive=2	numNegative=2
palatable	sentimentScore=0.478	numPositive=1	numNegative=1
@markcarr24	sentimentScore=0.478	numPositive=1	numNegative=1
sarnia	sentimentScore=0.478	numPositive=1	numNegative=1
spewin	sentimentScore=0.478	numPositive=3	numNegative=3
#central	sentimentScore=0.478	numPositive=1	numNegative=1
tipex	sentimentScore=0.478	numPositive=1	numNegative=1
hypothermia	sentimentScore=0.478	numPositive=4	numNegative=4
#notahappycamper	sentimentScore=0.478	numPositive=1	numNegative=1
facin	sentimentScore=0.478	numPositive=1	numNegative=1
bombe	sentimentScore=0.478	numPositive=1	numNegative=1
mackelmore	sentimentScore=0.478	numPositive=1	numNegative=1
#gta5	sentimentScore=0.478	numPositive=1	numNegative=1
grinnell	sentimentScore=0.478	numPositive=1	numNegative=1
coring	sentimentScore=0.478	numPositive=1	numNegative=1
shreya	sentimentScore=0.478	numPositive=1	numNegative=1
#bfflove	sentimentScore=0.478	numPositive=1	numNegative=1
@narendramodi	sentimentScore=0.478	numPositive=1	numNegative=1
#experiments	sentimentScore=0.478	numPositive=1	numNegative=1
tweeds	sentimentScore=0.478	numPositive=1	numNegative=1
#thefactsoflife	sentimentScore=0.478	numPositive=1	numNegative=1
#loveyoubro	sentimentScore=0.478	numPositive=1	numNegative=1
sheeet	sentimentScore=0.478	numPositive=1	numNegative=1
ek	sentimentScore=0.478	numPositive=4	numNegative=4
uda	sentimentScore=0.478	numPositive=2	numNegative=2
rindu	sentimentScore=0.478	numPositive=1	numNegative=1
@seventeenmag	sentimentScore=0.478	numPositive=1	numNegative=1
ramsdens	sentimentScore=0.478	numPositive=1	numNegative=1
m8z	sentimentScore=0.478	numPositive=1	numNegative=1
vape	sentimentScore=0.478	numPositive=1	numNegative=1
#woah	sentimentScore=0.478	numPositive=12	numNegative=12
@juventusfc	sentimentScore=0.478	numPositive=1	numNegative=1
<<>>><><	sentimentScore=0.478	numPositive=1	numNegative=1
#canthandlethat	sentimentScore=0.478	numPositive=1	numNegative=1
defied	sentimentScore=0.478	numPositive=1	numNegative=1
#hmrc	sentimentScore=0.478	numPositive=1	numNegative=1
godforsaken	sentimentScore=0.478	numPositive=1	numNegative=1
#foh	sentimentScore=0.478	numPositive=1	numNegative=1
#lovesleep	sentimentScore=0.478	numPositive=1	numNegative=1
bdsm	sentimentScore=0.478	numPositive=1	numNegative=1
tilts	sentimentScore=0.478	numPositive=1	numNegative=1
sauerkraut	sentimentScore=0.478	numPositive=2	numNegative=2
brasco	sentimentScore=0.478	numPositive=1	numNegative=1
arriver	sentimentScore=0.478	numPositive=1	numNegative=1
@s__barbie	sentimentScore=0.478	numPositive=1	numNegative=1
waller	sentimentScore=0.478	numPositive=1	numNegative=1
@cilliansheridan	sentimentScore=0.478	numPositive=1	numNegative=1
#jennifer	sentimentScore=0.478	numPositive=1	numNegative=1
hehehehehe	sentimentScore=0.478	numPositive=1	numNegative=1
mashing	sentimentScore=0.478	numPositive=2	numNegative=2
rightful	sentimentScore=0.478	numPositive=1	numNegative=1
#nurse	sentimentScore=0.478	numPositive=1	numNegative=1
reversible	sentimentScore=0.478	numPositive=1	numNegative=1
kalo	sentimentScore=0.478	numPositive=2	numNegative=2
chars	sentimentScore=0.478	numPositive=1	numNegative=1
#sodehydrated	sentimentScore=0.478	numPositive=1	numNegative=1
reactive	sentimentScore=0.478	numPositive=1	numNegative=1
@wazxx	sentimentScore=0.478	numPositive=1	numNegative=1
cabbage	sentimentScore=0.478	numPositive=15	numNegative=15
loafting	sentimentScore=0.478	numPositive=1	numNegative=1
succeeding	sentimentScore=0.478	numPositive=4	numNegative=4
bcome	sentimentScore=0.478	numPositive=1	numNegative=1
#momentoftruth	sentimentScore=0.478	numPositive=1	numNegative=1
#hesgood	sentimentScore=0.478	numPositive=1	numNegative=1
schlock	sentimentScore=0.478	numPositive=1	numNegative=1
#rbs6nations	sentimentScore=0.478	numPositive=1	numNegative=1
#takemeback	sentimentScore=0.478	numPositive=7	numNegative=7
policeman	sentimentScore=0.478	numPositive=5	numNegative=5
eared	sentimentScore=0.478	numPositive=1	numNegative=1
mobster	sentimentScore=0.478	numPositive=1	numNegative=1
#skyrim	sentimentScore=0.478	numPositive=1	numNegative=1
peh	sentimentScore=0.478	numPositive=1	numNegative=1
toyboy	sentimentScore=0.478	numPositive=1	numNegative=1
#30rock	sentimentScore=0.478	numPositive=2	numNegative=2
maniacs	sentimentScore=0.478	numPositive=1	numNegative=1
#romneyshambles	sentimentScore=0.478	numPositive=2	numNegative=2
@leedharrison109	sentimentScore=0.478	numPositive=1	numNegative=1
wast	sentimentScore=0.478	numPositive=2	numNegative=2
#leadfoot	sentimentScore=0.478	numPositive=1	numNegative=1
stanton	sentimentScore=0.478	numPositive=1	numNegative=1
@shanmayo_	sentimentScore=0.478	numPositive=1	numNegative=1
carrer	sentimentScore=0.478	numPositive=1	numNegative=1
#presentation	sentimentScore=0.478	numPositive=1	numNegative=1
candyfloss	sentimentScore=0.478	numPositive=2	numNegative=2
remodel	sentimentScore=0.478	numPositive=1	numNegative=1
hoosiers	sentimentScore=0.478	numPositive=2	numNegative=2
coyote	sentimentScore=0.478	numPositive=6	numNegative=6
@p_moneyz1	sentimentScore=0.478	numPositive=1	numNegative=1
@carlgingewright	sentimentScore=0.478	numPositive=1	numNegative=1
#nickelodeon	sentimentScore=0.478	numPositive=1	numNegative=1
ccn	sentimentScore=0.478	numPositive=1	numNegative=1
#coughcoughcough	sentimentScore=0.478	numPositive=1	numNegative=1
gainesville	sentimentScore=0.478	numPositive=3	numNegative=3
puhlease	sentimentScore=0.478	numPositive=1	numNegative=1
@dimitrivegas	sentimentScore=0.478	numPositive=1	numNegative=1
#mirror	sentimentScore=0.478	numPositive=1	numNegative=1
#disability	sentimentScore=0.478	numPositive=1	numNegative=1
@shasta_otter	sentimentScore=0.478	numPositive=1	numNegative=1
#funnystuff	sentimentScore=0.478	numPositive=1	numNegative=1
collaborating	sentimentScore=0.478	numPositive=1	numNegative=1
#bbcradio1	sentimentScore=0.478	numPositive=1	numNegative=1
@jemmaperrymodel	sentimentScore=0.478	numPositive=1	numNegative=1
@carsonkressley	sentimentScore=0.478	numPositive=1	numNegative=1
ledley	sentimentScore=0.478	numPositive=1	numNegative=1
#richkids	sentimentScore=0.478	numPositive=1	numNegative=1
@tysonlgay	sentimentScore=0.478	numPositive=1	numNegative=1
#equals	sentimentScore=0.478	numPositive=1	numNegative=1
#fuckingnasty	sentimentScore=0.478	numPositive=1	numNegative=1
tumbleweeds	sentimentScore=0.478	numPositive=1	numNegative=1
#totallyagree	sentimentScore=0.478	numPositive=1	numNegative=1
paling	sentimentScore=0.478	numPositive=1	numNegative=1
ger	sentimentScore=0.478	numPositive=2	numNegative=2
#kuwtk	sentimentScore=0.478	numPositive=1	numNegative=1
izzy	sentimentScore=0.478	numPositive=6	numNegative=6
encounters	sentimentScore=0.478	numPositive=4	numNegative=4
#demented	sentimentScore=0.478	numPositive=1	numNegative=1
#thatsgood	sentimentScore=0.478	numPositive=1	numNegative=1
projecting	sentimentScore=0.478	numPositive=2	numNegative=2
footballin	sentimentScore=0.478	numPositive=1	numNegative=1
relised	sentimentScore=0.478	numPositive=1	numNegative=1
#bahh	sentimentScore=0.478	numPositive=1	numNegative=1
ottawas	sentimentScore=0.478	numPositive=1	numNegative=1
everrrrrrrr	sentimentScore=0.478	numPositive=1	numNegative=1
thwarted	sentimentScore=0.478	numPositive=1	numNegative=1
costume	sentimentScore=0.478	numPositive=91	numNegative=91
